,state,handgun,long_gun,multiple,year,month
6080,Nevada,3233.0,2102.0,174,2008,7
6081,New Hampshire,1694.0,1629.0,2,2008,7
6082,New Jersey,1573.0,1251.0,65,2008,7
6083,New Mexico,2845.0,2896.0,154,2008,7
6084,New York,3312.0,7014.0,48,2008,7
6085,North Carolina,157.0,7190.0,108,2008,7
6086,North Dakota,552.0,1806.0,18,2008,7
6087,Ohio,10124.0,8893.0,418,2008,7
6088,Oklahoma,5543.0,4827.0,426,2008,7
6089,Oregon,4896.0,5980.0,269,2008,7
6090,Pennsylvania,0.0,38032.0,69,2008,7
6091,Puerto Rico,424.0,79.0,14,2008,7
6092,Rhode Island,410.0,326.0,94,2008,7
6093,South Carolina,4372.0,3129.0,168,2008,7
6094,South Dakota,824.0,2033.0,50,2008,7
6095,Tennessee,10258.0,7114.0,454,2008,7
6096,Texas,21521.0,21065.0,1083,2008,7
6097,Utah,1978.0,2653.0,100,2008,7
6098,Vermont,660.0,840.0,26,2008,7
6099,Virgin Islands,24.0,6.0,0,2008,7
6100,Virginia,9811.0,8040.0,261,2008,7
6101,Washington,6686.0,6654.0,268,2008,7
6102,West Virginia,3018.0,3673.0,198,2008,7
6103,Wisconsin,3448.0,5699.0,2,2008,7
6104,Wyoming,967.0,1505.0,61,2008,7
6105,Alabama,7212.0,7196.0,322,2008,6
6106,Alaska,1523.0,1900.0,76,2008,6
6107,Arizona,5471.0,4301.0,229,2008,6
6108,Arkansas,3245.0,3362.0,206,2008,6
6109,California,18065.0,14947.0,0,2008,6
6110,Colorado,8017.0,7825.0,3149,2008,6
6111,Connecticut,2554.0,2123.0,57,2008,6
6112,Delaware,523.0,476.0,14,2008,6
6113,District of Columbia,0.0,16.0,0,2008,6
6114,Florida,21317.0,10823.0,729,2008,6
6115,Georgia,6697.0,4721.0,304,2008,6
6116,Guam,10.0,25.0,1,2008,6
6117,Hawaii,0.0,0.0,0,2008,6
6118,Idaho,1627.0,2923.0,99,2008,6
6119,Illinois,5228.0,5228.0,263,2008,6
6120,Indiana,5701.0,5690.0,201,2008,6
6121,Iowa,17.0,1663.0,1,2008,6
6122,Kansas,3292.0,2851.0,172,2008,6
6123,Kentucky,5696.0,5034.0,373,2008,6
6124,Louisiana,6605.0,5196.0,218,2008,6
6125,Maine,1420.0,1863.0,90,2008,6
6126,Mariana Islands,0.0,0.0,0,2008,6
6127,Maryland,2620.0,2539.0,4,2008,6
6128,Massachusetts,1602.0,1127.0,56,2008,6
6129,Michigan,1907.0,7336.0,65,2008,6
6130,Minnesota,3612.0,5949.0,134,2008,6
6131,Mississippi,3504.0,3179.0,158,2008,6
6132,Missouri,9100.0,7286.0,357,2008,6
6133,Montana,1746.0,3479.0,139,2008,6
6134,Nebraska,4.0,1256.0,1,2008,6
6135,Nevada,2517.0,1801.0,129,2008,6
6136,New Hampshire,1735.0,1785.0,36,2008,6
6137,New Jersey,1503.0,1124.0,63,2008,6
6138,New Mexico,2985.0,3098.0,229,2008,6
6139,New York,3099.0,7173.0,42,2008,6
6140,North Carolina,190.0,7042.0,117,2008,6
6141,North Dakota,595.0,1819.0,22,2008,6
6142,Ohio,9483.0,8069.0,403,2008,6
6143,Oklahoma,5447.0,4631.0,415,2008,6
6144,Oregon,5220.0,7084.0,285,2008,6
6145,Pennsylvania,0.0,35944.0,111,2008,6
6146,Puerto Rico,373.0,88.0,13,2008,6
6147,Rhode Island,377.0,296.0,71,2008,6
6148,South Carolina,4198.0,2754.0,122,2008,6
6149,South Dakota,877.0,1994.0,56,2008,6
6150,Tennessee,9823.0,6702.0,380,2008,6
6151,Texas,22732.0,20558.0,1033,2008,6
6152,Utah,2027.0,3059.0,97,2008,6
6153,Vermont,573.0,651.0,21,2008,6
6154,Virgin Islands,45.0,2.0,1,2008,6
6155,Virginia,7661.0,6765.0,247,2008,6
6156,Washington,7067.0,7939.0,294,2008,6
6157,West Virginia,2760.0,3511.0,160,2008,6
6158,Wisconsin,3420.0,6108.0,0,2008,6
6159,Wyoming,1062.0,1574.0,74,2008,6
6160,Alabama,7993.0,7889.0,378,2008,5
6161,Alaska,1712.0,2200.0,106,2008,5
6162,Arizona,6553.0,5000.0,260,2008,5
6163,Arkansas,3407.0,3586.0,241,2008,5
6164,California,18442.0,16004.0,0,2008,5
6165,Colorado,8469.0,8336.0,3116,2008,5
6166,Connecticut,2946.0,2374.0,60,2008,5
6167,Delaware,594.0,551.0,17,2008,5
6168,District of Columbia,0.0,0.0,0,2008,5
6169,Florida,22085.0,11565.0,777,2008,5
6170,Georgia,7303.0,5135.0,290,2008,5
6171,Guam,18.0,18.0,0,2008,5
6172,Hawaii,0.0,0.0,0,2008,5
6173,Idaho,1819.0,3315.0,1414,2008,5
6174,Illinois,6268.0,6334.0,296,2008,5
6175,Indiana,7065.0,6543.0,246,2008,5
6176,Iowa,30.0,1841.0,0,2008,5
6177,Kansas,3483.0,3306.0,177,2008,5
6178,Kentucky,6204.0,5802.0,440,2008,5
6179,Louisiana,6353.0,4974.0,266,2008,5
6180,Maine,1453.0,2106.0,122,2008,5
6181,Mariana Islands,0.0,0.0,0,2008,5
6182,Maryland,2862.0,2642.0,10,2008,5
6183,Massachusetts,1912.0,1208.0,58,2008,5
6184,Michigan,2026.0,8249.0,53,2008,5
6185,Minnesota,4072.0,6206.0,168,2008,5
6186,Mississippi,4015.0,3343.0,194,2008,5
6187,Missouri,10138.0,8025.0,411,2008,5
6188,Montana,1885.0,4303.0,177,2008,5
6189,Nebraska,7.0,1422.0,2,2008,5
6190,Nevada,2818.0,2004.0,159,2008,5
6191,New Hampshire,1847.0,1846.0,10,2008,5
6192,New Jersey,1654.0,1262.0,48,2008,5
6193,New Mexico,3128.0,3087.0,164,2008,5
6194,New York,3571.0,8632.0,71,2008,5
6195,North Carolina,254.0,7720.0,119,2008,5
6196,North Dakota,689.0,1828.0,39,2008,5
6197,Ohio,11634.0,9167.0,459,2008,5
6198,Oklahoma,6086.0,5451.0,422,2008,5
6199,Oregon,5676.0,7197.0,290,2008,5
6200,Pennsylvania,1.0,40339.0,112,2008,5
6201,Puerto Rico,361.0,86.0,15,2008,5
6202,Rhode Island,497.0,373.0,76,2008,5
6203,South Carolina,4706.0,2914.0,179,2008,5
6204,South Dakota,1060.0,2277.0,60,2008,5
6205,Tennessee,10393.0,6999.0,391,2008,5
6206,Texas,23216.0,21460.0,1178,2008,5
6207,Utah,2537.0,3498.0,124,2008,5
6208,Vermont,662.0,898.0,37,2008,5
6209,Virgin Islands,31.0,3.0,1,2008,5
6210,Virginia,9485.0,7777.0,294,2008,5
6211,Washington,7419.0,7598.0,294,2008,5
6212,West Virginia,3229.0,3863.0,228,2008,5
6213,Wisconsin,3951.0,7200.0,2,2008,5
6214,Wyoming,1134.0,1833.0,74,2008,5
6215,Alabama,7947.0,7434.0,330,2008,4
6216,Alaska,1788.0,2552.0,89,2008,4
6217,Arizona,6569.0,4968.0,261,2008,4
6218,Arkansas,3410.0,4165.0,188,2008,4
6219,California,18892.0,16152.0,0,2008,4
6220,Colorado,8592.0,8811.0,2613,2008,4
6221,Connecticut,3151.0,2701.0,52,2008,4
6222,Delaware,666.0,624.0,60,2008,4
6223,District of Columbia,0.0,0.0,0,2008,4
6224,Florida,22873.0,11925.0,803,2008,4
6225,Georgia,7386.0,5485.0,285,2008,4
6226,Guam,10.0,27.0,0,2008,4
6227,Hawaii,0.0,0.0,0,2008,4
6228,Idaho,1858.0,3474.0,97,2008,4
6229,Illinois,6230.0,6643.0,304,2008,4
6230,Indiana,6798.0,7163.0,268,2008,4
6231,Iowa,26.0,2931.0,5,2008,4
6232,Kansas,3982.0,3991.0,184,2008,4
6233,Kentucky,5904.0,6809.0,387,2008,4
6234,Louisiana,6576.0,5069.0,241,2008,4
6235,Maine,1500.0,2180.0,107,2008,4
6236,Mariana Islands,0.0,0.0,0,2008,4
6237,Maryland,2304.0,3040.0,7,2008,4
6238,Massachusetts,2116.0,1484.0,55,2008,4
6239,Michigan,2343.0,9766.0,63,2008,4
6240,Minnesota,5417.0,9752.0,193,2008,4
6241,Mississippi,3737.0,3457.0,167,2008,4
6242,Missouri,10621.0,10465.0,396,2008,4
6243,Montana,1883.0,3863.0,140,2008,4
6244,Nebraska,6.0,1737.0,0,2008,4
6245,Nevada,2738.0,2119.0,120,2008,4
6246,New Hampshire,1911.0,2167.0,6,2008,4
6247,New Jersey,1624.0,1351.0,66,2008,4
6248,New Mexico,3016.0,3192.0,173,2008,4
6249,New York,3955.0,10703.0,59,2008,4
6250,North Carolina,206.0,8394.0,126,2008,4
6251,North Dakota,721.0,2104.0,29,2008,4
6252,Ohio,12773.0,10745.0,519,2008,4
6253,Oklahoma,6830.0,6547.0,429,2008,4
6254,Oregon,6090.0,8196.0,302,2008,4
6255,Pennsylvania,0.0,45631.0,117,2008,4
6256,Puerto Rico,316.0,86.0,14,2008,4
6257,Rhode Island,450.0,376.0,104,2008,4
6258,South Carolina,4714.0,3114.0,151,2008,4
6259,South Dakota,1226.0,2583.0,70,2008,4
6260,Tennessee,10360.0,7144.0,411,2008,4
6261,Texas,22491.0,20257.0,1220,2008,4
6262,Utah,2800.0,3500.0,115,2008,4
6263,Vermont,701.0,1162.0,34,2008,4
6264,Virgin Islands,34.0,2.0,0,2008,4
6265,Virginia,12221.0,8622.0,303,2008,4
6266,Washington,7891.0,8233.0,306,2008,4
6267,West Virginia,3199.0,4379.0,196,2008,4
6268,Wisconsin,4802.0,11642.0,0,2008,4
6269,Wyoming,1120.0,1830.0,72,2008,4
6270,Alabama,10021.0,10942.0,399,2008,3
6271,Alaska,1780.0,2203.0,118,2008,3
6272,Arizona,6961.0,5394.0,339,2008,3
6273,Arkansas,4087.0,4980.0,201,2008,3
6274,California,21050.0,19758.0,0,2008,3
6275,Colorado,9748.0,9936.0,2717,2008,3
6276,Connecticut,3517.0,3042.0,51,2008,3
6277,Delaware,666.0,656.0,17,2008,3
6278,District of Columbia,0.0,0.0,0,2008,3
6279,Florida,23888.0,13781.0,771,2008,3
6280,Georgia,9057.0,7895.0,365,2008,3
6281,Guam,15.0,11.0,1,2008,3
6282,Hawaii,0.0,0.0,0,2008,3
6283,Idaho,2161.0,4018.0,240,2008,3
6284,Illinois,8214.0,9393.0,555,2008,3
6285,Indiana,9545.0,9961.0,315,2008,3
6286,Iowa,38.0,4141.0,4,2008,3
6287,Kansas,4660.0,4719.0,252,2008,3
6288,Kentucky,7352.0,8536.0,423,2008,3
6289,Louisiana,7566.0,6554.0,252,2008,3
6290,Maine,1803.0,2390.0,108,2008,3
6291,Mariana Islands,0.0,0.0,0,2008,3
6292,Maryland,2446.0,3454.0,6,2008,3
6293,Massachusetts,2540.0,1710.0,63,2008,3
6294,Michigan,2771.0,12182.0,83,2008,3
6295,Minnesota,5819.0,10560.0,212,2008,3
6296,Mississippi,4495.0,5055.0,221,2008,3
6297,Missouri,13170.0,12317.0,499,2008,3
6298,Montana,2071.0,4153.0,168,2008,3
6299,Nebraska,11.0,2178.0,3,2008,3
6300,Nevada,3519.0,2651.0,153,2008,3
6301,New Hampshire,1983.0,2094.0,5,2008,3
6302,New Jersey,1664.0,1591.0,57,2008,3
6303,New Mexico,3485.0,3816.0,157,2008,3
6304,New York,4263.0,11056.0,71,2008,3
6305,North Carolina,289.0,10270.0,111,2008,3
6306,North Dakota,857.0,2370.0,36,2008,3
6307,Ohio,15096.0,12216.0,684,2008,3
6308,Oklahoma,7121.0,6599.0,476,2008,3
6309,Oregon,6730.0,9643.0,347,2008,3
6310,Pennsylvania,0.0,55553.0,219,2008,3
6311,Puerto Rico,330.0,89.0,15,2008,3
6312,Rhode Island,560.0,443.0,119,2008,3
6313,South Carolina,6156.0,4534.0,177,2008,3
6314,South Dakota,1439.0,2899.0,70,2008,3
6315,Tennessee,11968.0,9589.0,449,2008,3
6316,Texas,26012.0,23400.0,1384,2008,3
6317,Utah,2836.0,3952.0,127,2008,3
6318,Vermont,802.0,1212.0,23,2008,3
6319,Virgin Islands,14.0,2.0,1,2008,3
6320,Virginia,12481.0,9553.0,303,2008,3
6321,Washington,8423.0,9169.0,310,2008,3
6322,West Virginia,4175.0,5142.0,253,2008,3
6323,Wisconsin,5257.0,14027.0,1,2008,3
6324,Wyoming,1347.0,2037.0,56,2008,3
6325,Alabama,10248.0,11972.0,470,2008,2
6326,Alaska,1609.0,1814.0,93,2008,2
6327,Arizona,7710.0,5991.0,338,2008,2
6328,Arkansas,5245.0,6391.0,371,2008,2
6329,California,17693.0,15933.0,0,2008,2
6330,Colorado,9169.0,9438.0,2269,2008,2
6331,Connecticut,3068.0,2730.0,60,2008,2
6332,Delaware,629.0,703.0,48,2008,2
6333,District of Columbia,1.0,52.0,0,2008,2
6334,Florida,23891.0,14570.0,843,2008,2
6335,Georgia,10542.0,8896.0,450,2008,2
6336,Guam,13.0,23.0,0,2008,2
6337,Hawaii,0.0,0.0,0,2008,2
6338,Idaho,2018.0,3605.0,206,2008,2
6339,Illinois,7275.0,8002.0,411,2008,2
6340,Indiana,8796.0,8951.0,308,2008,2
6341,Iowa,30.0,3184.0,3,2008,2
6342,Kansas,4522.0,4569.0,238,2008,2
6343,Kentucky,8925.0,9523.0,650,2008,2
6344,Louisiana,8438.0,7284.0,286,2008,2
6345,Maine,1356.0,1995.0,88,2008,2
6346,Mariana Islands,0.0,0.0,0,2008,2
6347,Maryland,2688.0,3809.0,14,2008,2
6348,Massachusetts,1986.0,1322.0,67,2008,2
6349,Michigan,2291.0,10296.0,66,2008,2
6350,Minnesota,4671.0,8015.0,210,2008,2
6351,Mississippi,5843.0,6247.0,274,2008,2
6352,Missouri,12985.0,12143.0,492,2008,2
6353,Montana,1817.0,3332.0,185,2008,2
6354,Nebraska,13.0,2085.0,4,2008,2
6355,Nevada,3209.0,2344.0,186,2008,2
6356,New Hampshire,1797.0,1722.0,10,2008,2
6357,New Jersey,1483.0,1461.0,58,2008,2
6358,New Mexico,3496.0,3861.0,316,2008,2
6359,New York,3766.0,10003.0,47,2008,2
6360,North Carolina,330.0,11974.0,194,2008,2
6361,North Dakota,718.0,1968.0,34,2008,2
6362,Ohio,14693.0,11940.0,577,2008,2
6363,Oklahoma,7937.0,7510.0,560,2008,2
6364,Oregon,5848.0,7882.0,318,2008,2
6365,Pennsylvania,0.0,46330.0,97,2008,2
6366,Puerto Rico,451.0,91.0,12,2008,2
6367,Rhode Island,441.0,437.0,95,2008,2
6368,South Carolina,7339.0,5176.0,220,2008,2
6369,South Dakota,1335.0,2856.0,91,2008,2
6370,Tennessee,13818.0,10829.0,534,2008,2
6371,Texas,27766.0,25882.0,1588,2008,2
6372,Utah,2687.0,4137.0,139,2008,2
6373,Vermont,775.0,1137.0,29,2008,2
6374,Virgin Islands,13.0,1.0,0,2008,2
6375,Virginia,13359.0,10525.0,334,2008,2
6376,Washington,8534.0,8546.0,386,2008,2
6377,West Virginia,4220.0,5402.0,324,2008,2
6378,Wisconsin,4853.0,10213.0,1,2008,2
6379,Wyoming,1169.0,1785.0,67,2008,2
6380,Alabama,9304.0,9156.0,464,2008,1
6381,Alaska,1395.0,1563.0,84,2008,1
6382,Arizona,6176.0,5162.0,305,2008,1
6383,Arkansas,3696.0,5681.0,285,2008,1
6384,California,17524.0,15080.0,0,2008,1
6385,Colorado,7893.0,8324.0,1840,2008,1
6386,Connecticut,3283.0,2996.0,61,2008,1
6387,Delaware,529.0,693.0,20,2008,1
6388,District of Columbia,1.0,0.0,0,2008,1
6389,Florida,21902.0,14496.0,791,2008,1
6390,Georgia,8618.0,8225.0,341,2008,1
6391,Guam,12.0,15.0,0,2008,1
6392,Hawaii,0.0,0.0,0,2008,1
6393,Idaho,1609.0,2983.0,103,2008,1
6394,Illinois,6366.0,7633.0,347,2008,1
6395,Indiana,8132.0,8355.0,298,2008,1
6396,Iowa,27.0,2986.0,4,2008,1
6397,Kansas,3953.0,4583.0,201,2008,1
6398,Kentucky,7357.0,8139.0,567,2008,1
6399,Louisiana,7101.0,8290.0,273,2008,1
6400,Maine,1341.0,1771.0,76,2008,1
6401,Mariana Islands,0.0,0.0,0,2008,1
6402,Maryland,2262.0,3243.0,7,2008,1
6403,Massachusetts,2076.0,1491.0,69,2008,1
6404,Michigan,2234.0,9252.0,74,2008,1
6405,Minnesota,4206.0,6493.0,144,2008,1
6406,Mississippi,4556.0,8022.0,213,2008,1
6407,Missouri,10799.0,10749.0,400,2008,1
6408,Montana,1336.0,2655.0,144,2008,1
6409,Nebraska,7.0,1970.0,0,2008,1
6410,Nevada,2390.0,1930.0,132,2008,1
6411,New Hampshire,1786.0,1778.0,22,2008,1
6412,New Jersey,1411.0,1589.0,51,2008,1
6413,New Mexico,2808.0,3159.0,152,2008,1
6414,New York,3799.0,9442.0,55,2008,1
6415,North Carolina,224.0,10862.0,151,2008,1
6416,North Dakota,699.0,1984.0,39,2008,1
6417,Ohio,12322.0,13587.0,649,2008,1
6418,Oklahoma,6291.0,6573.0,497,2008,1
6419,Oregon,5439.0,6638.0,279,2008,1
6420,Pennsylvania,0.0,44398.0,96,2008,1
6421,Puerto Rico,501.0,94.0,21,2008,1
6422,Rhode Island,422.0,401.0,98,2008,1
6423,South Carolina,5136.0,4754.0,191,2008,1
6424,South Dakota,1107.0,2560.0,72,2008,1
6425,Tennessee,11125.0,9150.0,489,2008,1
6426,Texas,24005.0,26358.0,1417,2008,1
6427,Utah,2424.0,3734.0,107,2008,1
6428,Vermont,567.0,725.0,21,2008,1
6429,Virgin Islands,32.0,2.0,0,2008,1
6430,Virginia,9903.0,9371.0,273,2008,1
6431,Washington,7637.0,7277.0,329,2008,1
6432,West Virginia,3326.0,4727.0,280,2008,1
6433,Wisconsin,3679.0,7574.0,1,2008,1
6434,Wyoming,885.0,1499.0,62,2008,1
6435,Alabama,10877.0,23192.0,461,2007,12
6436,Alaska,2227.0,3234.0,98,2007,12
6437,Arizona,7678.0,9370.0,331,2007,12
6438,Arkansas,4741.0,13939.0,247,2007,12
6439,California,18279.0,20378.0,0,2007,12
6440,Colorado,9359.0,14562.0,1921,2007,12
6441,Connecticut,3077.0,3558.0,75,2007,12
6442,Delaware,597.0,1508.0,27,2007,12
6443,District of Columbia,1.0,0.0,0,2007,12
6444,Florida,23703.0,24625.0,917,2007,12
6445,Georgia,10296.0,21868.0,455,2007,12
6446,Guam,10.0,26.0,0,2007,12
6447,Hawaii,0.0,0.0,0,2007,12
6448,Idaho,2364.0,6581.0,124,2007,12
6449,Illinois,6639.0,12126.0,423,2007,12
6450,Indiana,7943.0,14213.0,341,2007,12
6451,Iowa,23.0,6371.0,3,2007,12
6452,Kansas,3946.0,8716.0,241,2007,12
6453,Kentucky,9547.0,17620.0,567,2007,12
6454,Louisiana,8474.0,22360.0,344,2007,12
6455,Maine,1172.0,3138.0,68,2007,12
6456,Mariana Islands,0.0,0.0,0,2007,12
6457,Maryland,2093.0,5974.0,4,2007,12
6458,Massachusetts,1970.0,1687.0,56,2007,12
6459,Michigan,2327.0,17095.0,78,2007,12
6460,Minnesota,4258.0,11430.0,151,2007,12
6461,Mississippi,5073.0,19981.0,273,2007,12
6462,Missouri,11779.0,19402.0,438,2007,12
6463,Montana,2108.0,5903.0,134,2007,12
6464,Nebraska,1.0,4774.0,1,2007,12
6465,Nevada,3255.0,3832.0,166,2007,12
6466,New Hampshire,1650.0,2415.0,6,2007,12
6467,New Jersey,1270.0,2355.0,37,2007,12
6468,New Mexico,3509.0,5988.0,250,2007,12
6469,New York,3263.0,14674.0,56,2007,12
6470,North Carolina,265.0,24934.0,109,2007,12
6471,North Dakota,656.0,3125.0,24,2007,12
6472,Ohio,13589.0,22970.0,625,2007,12
6473,Oklahoma,6978.0,13444.0,467,2007,12
6474,Oregon,6502.0,13106.0,323,2007,12
6475,Pennsylvania,0.0,53300.0,118,2007,12
6476,Puerto Rico,593.0,103.0,23,2007,12
6477,Rhode Island,358.0,490.0,99,2007,12
6478,South Carolina,6008.0,11940.0,204,2007,12
6479,South Dakota,1088.0,4696.0,80,2007,12
6480,Tennessee,13549.0,21021.0,556,2007,12
6481,Texas,30442.0,58440.0,1549,2007,12
6482,Utah,3542.0,9392.0,139,2007,12
6483,Vermont,513.0,1257.0,11,2007,12
6484,Virgin Islands,29.0,3.0,1,2007,12
6485,Virginia,11571.0,18884.0,349,2007,12
6486,Washington,7995.0,12543.0,309,2007,12
6487,West Virginia,4051.0,9789.0,224,2007,12
6488,Wisconsin,4178.0,12216.0,0,2007,12
6489,Wyoming,1284.0,3314.0,56,2007,12
6490,Alabama,7144.0,16218.0,426,2007,11
6491,Alaska,1463.0,2350.0,74,2007,11
6492,Arizona,5306.0,6280.0,272,2007,11
6493,Arkansas,2973.0,11585.0,239,2007,11
6494,California,16000.0,17876.0,0,2007,11
6495,Colorado,7016.0,11638.0,1402,2007,11
6496,Connecticut,2788.0,3462.0,72,2007,11
6497,Delaware,460.0,1231.0,20,2007,11
6498,District of Columbia,0.0,0.0,0,2007,11
6499,Florida,18959.0,18123.0,753,2007,11
6500,Georgia,6257.0,13484.0,277,2007,11
6501,Guam,12.0,31.0,0,2007,11
6502,Hawaii,0.0,0.0,0,2007,11
6503,Idaho,1532.0,4578.0,90,2007,11
6504,Illinois,5377.0,11499.0,336,2007,11
6505,Indiana,6508.0,14549.0,266,2007,11
6506,Iowa,33.0,6855.0,6,2007,11
6507,Kansas,3038.0,8267.0,262,2007,11
6508,Kentucky,6122.0,13173.0,502,2007,11
6509,Louisiana,5545.0,16178.0,291,2007,11
6510,Maine,1083.0,3562.0,58,2007,11
6511,Mariana Islands,0.0,0.0,0,2007,11
6512,Maryland,1763.0,6045.0,6,2007,11
6513,Massachusetts,1748.0,1861.0,71,2007,11
6514,Michigan,1843.0,19169.0,62,2007,11
6515,Minnesota,2984.0,11054.0,135,2007,11
6516,Mississippi,3319.0,16248.0,221,2007,11
6517,Missouri,8292.0,15950.0,361,2007,11
6518,Montana,1358.0,4039.0,124,2007,11
6519,Nebraska,0.0,4077.0,0,2007,11
6520,Nevada,2179.0,2663.0,117,2007,11
6521,New Hampshire,1546.0,2592.0,8,2007,11
6522,New Jersey,1239.0,2511.0,35,2007,11
6523,New Mexico,2563.0,4108.0,167,2007,11
6524,New York,2934.0,16062.0,59,2007,11
6525,North Carolina,209.0,18387.0,111,2007,11
6526,North Dakota,453.0,3294.0,26,2007,11
6527,Ohio,10308.0,23350.0,618,2007,11
6528,Oklahoma,4681.0,10130.0,474,2007,11
6529,Oregon,5000.0,8646.0,281,2007,11
6530,Pennsylvania,0.0,55498.0,144,2007,11
6531,Puerto Rico,502.0,91.0,15,2007,11
6532,Rhode Island,334.0,492.0,91,2007,11
6533,South Carolina,3898.0,7987.0,156,2007,11
6534,South Dakota,728.0,4620.0,52,2007,11
6535,Tennessee,9250.0,15432.0,475,2007,11
6536,Texas,19042.0,37621.0,1299,2007,11
6537,Utah,2539.0,6139.0,112,2007,11
6538,Vermont,452.0,1480.0,24,2007,11
6539,Virgin Islands,23.0,2.0,0,2007,11
6540,Virginia,8729.0,15816.0,281,2007,11
6541,Washington,6612.0,9469.0,289,2007,11
6542,West Virginia,2583.0,9690.0,231,2007,11
6543,Wisconsin,3399.0,16032.0,7,2007,11
6544,Wyoming,908.0,2202.0,57,2007,11
6545,Alabama,6484.0,10262.0,338,2007,10
6546,Alaska,1589.0,2778.0,129,2007,10
6547,Arizona,5171.0,5736.0,251,2007,10
6548,Arkansas,2845.0,8662.0,295,2007,10
6549,California,15250.0,15040.0,0,2007,10
6550,Colorado,6768.0,11167.0,1726,2007,10
6551,Connecticut,2958.0,3131.0,61,2007,10
6552,Delaware,501.0,886.0,20,2007,10
6553,District of Columbia,3.0,0.0,0,2007,10
6554,Florida,18709.0,15066.0,725,2007,10
6555,Georgia,5810.0,11085.0,295,2007,10
6556,Guam,17.0,34.0,0,2007,10
6557,Hawaii,0.0,0.0,0,2007,10
6558,Idaho,1457.0,4742.0,105,2007,10
6559,Illinois,5503.0,9571.0,282,2007,10
6560,Indiana,5491.0,9858.0,289,2007,10
6561,Iowa,14.0,5261.0,3,2007,10
6562,Kansas,3280.0,6405.0,196,2007,10
6563,Kentucky,5768.0,10749.0,488,2007,10
6564,Louisiana,6113.0,13402.0,283,2007,10
6565,Maine,1414.0,5843.0,121,2007,10
6566,Mariana Islands,0.0,0.0,0,2007,10
6567,Maryland,1943.0,4589.0,6,2007,10
6568,Massachusetts,1769.0,1738.0,59,2007,10
6569,Michigan,1901.0,15839.0,60,2007,10
6570,Minnesota,3438.0,18622.0,144,2007,10
6571,Mississippi,3378.0,9528.0,191,2007,10
6572,Missouri,9728.0,15754.0,424,2007,10
6573,Montana,1484.0,6554.0,149,2007,10
6574,Nebraska,0.0,3664.0,0,2007,10
6575,Nevada,2209.0,2015.0,120,2007,10
6576,New Hampshire,1580.0,2923.0,8,2007,10
6577,New Jersey,1303.0,1969.0,44,2007,10
6578,New Mexico,2730.0,3698.0,143,2007,10
6579,New York,3227.0,15540.0,57,2007,10
6580,North Carolina,194.0,13016.0,104,2007,10
6581,North Dakota,518.0,5127.0,23,2007,10
6582,Ohio,9598.0,16284.0,509,2007,10
6583,Oklahoma,5318.0,8521.0,456,2007,10
6584,Oregon,4412.0,8032.0,258,2007,10
6585,Pennsylvania,0.0,51900.0,216,2007,10
6586,Puerto Rico,603.0,120.0,22,2007,10
6587,Rhode Island,377.0,455.0,79,2007,10
6588,South Carolina,3832.0,5818.0,135,2007,10
6589,South Dakota,786.0,6571.0,57,2007,10
6590,Tennessee,8917.0,11361.0,413,2007,10
6591,Texas,18392.0,32269.0,1165,2007,10
6592,Utah,2012.0,5083.0,98,2007,10
6593,Vermont,533.0,1696.0,24,2007,10
6594,Virgin Islands,20.0,1.0,1,2007,10
6595,Virginia,8479.0,11801.0,293,2007,10
6596,Washington,6882.0,9622.0,334,2007,10
6597,West Virginia,2613.0,7557.0,234,2007,10
6598,Wisconsin,3607.0,16496.0,2,2007,10
6599,Wyoming,785.0,2185.0,50,2007,10
6600,Alabama,6361.0,9837.0,303,2007,9
6601,Alaska,1162.0,2249.0,71,2007,9
6602,Arizona,5468.0,5778.0,255,2007,9
6603,Arkansas,2715.0,7149.0,212,2007,9
6604,California,14631.0,15650.0,0,2007,9
6605,Colorado,6214.0,9780.0,1531,2007,9
6606,Connecticut,2010.0,2167.0,35,2007,9
6607,Delaware,477.0,702.0,24,2007,9
6608,District of Columbia,1.0,0.0,0,2007,9
6609,Florida,17555.0,13315.0,654,2007,9
6610,Georgia,5589.0,8574.0,328,2007,9
6611,Guam,9.0,20.0,0,2007,9
6612,Hawaii,0.0,0.0,0,2007,9
6613,Idaho,1679.0,4838.0,127,2007,9
6614,Illinois,4638.0,7590.0,267,2007,9
6615,Indiana,5002.0,8163.0,239,2007,9
6616,Iowa,14.0,3685.0,2,2007,9
6617,Kansas,2878.0,5326.0,191,2007,9
6618,Kentucky,5356.0,8547.0,418,2007,9
6619,Louisiana,5572.0,10055.0,246,2007,9
6620,Maine,1383.0,4066.0,105,2007,9
6621,Mariana Islands,0.0,0.0,0,2007,9
6622,Maryland,1615.0,3658.0,7,2007,9
6623,Massachusetts,1534.0,1411.0,50,2007,9
6624,Michigan,1685.0,14585.0,56,2007,9
6625,Minnesota,3537.0,16878.0,167,2007,9
6626,Mississippi,3000.0,7143.0,174,2007,9
6627,Missouri,10468.0,11745.0,396,2007,9
6628,Montana,1642.0,5567.0,164,2007,9
6629,Nebraska,0.0,2816.0,0,2007,9
6630,Nevada,2097.0,2165.0,109,2007,9
6631,New Hampshire,1554.0,2703.0,16,2007,9
6632,New Jersey,1227.0,1539.0,39,2007,9
6633,New Mexico,2487.0,3463.0,130,2007,9
6634,New York,2992.0,13961.0,42,2007,9
